"SA_code","SA_name","c14","c15","c16","c17","c18","c19","c20","c21","c22","c23","c24","t14","t15","t16","t17","t18","t19","t20","t21","t22","t23","t24","ct24pos","ct24all","p14","p15","p16","p17","p18","p19","p20","p21","p22","p23","p24","cpp14","cpp15","cpp16","cpp17","cpp18","cpp19","cpp20","cpp21","cpp22","cpp23","cpp24","tpp14","tpp15","tpp16","tpp17","tpp18","tpp19","tpp20","tpp21","tpp22","tpp23","tpp24","ccpp24","ctpp24","c1M","t1M","c1MPPY"
10402,"Coffs Harbour",19,13,14,24,35,23,22,31,46,55,66,24,30,27,47,60,66,62,93,92,140,168,348,809,86362,87090,88031,89148,90317,91290,92006,92436,93428,94162,94847,22.0004168500035,14.9270869215754,15.9034885438084,26.9215237582447,38.7523943443648,25.1944353160258,23.91148403365,33.5367172962915,49.2357751423556,58.4099742996113,69.5857538983837,27.7900002315833,34.447123665174,30.671013620202,52.7213173598959,66.4326760189112,72.2970752546829,67.3869095493772,100.610151888874,98.4715502847112,148.679934580829,177.127373559522,366.906702373296,852.952650057461,3669.06702373296,8529.52650057461,348.30755557157
10501,"Bourke - Cobar - Coonamble",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,3,1,2,NA,8,25609,25271,24938,24489,23973,23444,22800,22342,22068,22098,22005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.17135944604347,NA,4.3859649122807,NA,13.5943447525829,4.52529640691465,9.08884344467167,NA,36.3553737786867,NA,363.553737786867,0
10502,"Broken Hill and Far West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,21292,20978,20693,20527,20410,20253,20106,19992,19862,19938,19840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0347397039573,NA,NA,NA,5.04032258064516,NA,50.4032258064516,0
10503,"Dubbo",0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,4,1,2,3,1,19,70357,70717,71144,72150,73180,73919,74469,74846,75185,75863,76236,0,0,1.40559991004161,0,0,0,0,0,0,0,0,1.4213226828887,1.41408713604932,1.40559991004161,1.38600138600139,1.36649357748019,1.35283215411464,4.02852193530194,5.34430697699276,1.33005253707521,2.63633128138882,3.9351487486227,1.3117162495409,24.9226087412771,13.117162495409,249.226087412771,1.23752267760307
10601,"Lower Hunter",0,0,1,2,1,0,0,1,2,4,5,1,NA,2,4,3,12,5,8,4,6,10,16,55,87763,88630,89546,91015,93085,94614,96552,98553,100853,102837,105038,0,0,1.11674446653117,2.19743998242048,1.07428694204222,0,0,1.01468245512567,1.98308429099779,3.88965061213377,4.7601820293608,1.1394323348108,NA,2.23348893306234,4.39487996484096,3.22286082612666,12.6831124357917,5.17855663269533,8.11745964100535,3.96616858199558,5.83447591820065,9.52036405872161,15.2325824939546,52.3620023229688,152.325824939546,523.620023229688,15.2600988472903
10602,"Maitland",0,0,1,0,1,1,1,0,1,0,0,NA,1,2,1,7,9,3,2,3,2,4,5,34,72453,74149,75855,77866,80068,82095,84698,87389,90375,92735,94799,0,0,1.31830466020697,0,1.248938402358,1.21810098057129,1.18066542303242,0,1.10650069156293,0,0,NA,1.34863585483284,2.63660932041395,1.28425757069838,8.74256881650597,10.9629088251416,3.54199626909726,2.28861756056254,3.3195020746888,2.15668302151291,4.21945379170666,5.27431723963333,35.8653572295066,52.7431723963333,358.653572295066,5.47956014474806
10603,"Port Stephens",0,1,1,0,1,2,0,1,2,0,0,NA,3,2,3,1,3,5,2,3,4,6,8,32,71764,72273,72954,73636,74256,74922,75684,76403,77505,78429,79356,0,1.38364257744939,1.3707267593278,0,1.34669252316311,2.66944288726943,0,1.3088491289609,2.58047867879492,0,0,NA,4.15092773234818,2.74145351865559,4.07409419305774,1.34669252316311,4.00416433090414,6.60641615136621,2.61769825792181,3.87071801819237,5.10015427966696,7.56086496295176,10.0811532839357,40.3246131357427,100.811532839357,403.246131357427,9.67139033489607
10604,"Upper Hunter",1,0,0,0,0,0,0,0,0,2,1,3,NA,NA,NA,NA,2,1,1,NA,3,1,4,11,30939,30847,30806,30835,30816,30843,30833,30725,30829,31114,31223,3.23216652121917,0,0,0,0,0,0,0,0,6.4279745452208,3.2027671908529,9.69649956365752,NA,NA,NA,NA,6.48445352267938,3.24327830571141,3.2546786004882,NA,9.6419618178312,3.2027671908529,12.8110687634116,35.2304390993819,128.110687634116,352.304390993819,11.7712839527972
10701,"Dapto - Port Kembla",0,0,1,1,0,0,0,0,1,1,0,NA,NA,1,1,NA,1,2,NA,1,1,3,4,10,76451,77094,77623,78243,78703,79102,79395,79871,80670,81579,82396,0,0,1.2882779588524,1.27806960367062,0,0,0,0,1.23961819759514,1.22580566077054,0,NA,NA,1.2882779588524,1.27806960367062,NA,1.26419053879801,2.5190503180301,NA,1.23961819759514,1.22580566077054,3.64095344434196,4.85460459245594,12.1365114811399,48.5460459245594,121.365114811399,4.59175298205658
10702,"Illawarra Catchment Reserve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10703,"Kiama - Shellharbour",0,2,0,0,3,2,0,0,0,1,1,NA,2,NA,3,6,5,1,1,4,6,10,9,38,90189,91281,92416,93519,94713,95995,97727,99374,101193,102632,104623,0,2.19103646980204,0,0,3.16746381172595,2.08344184592948,0,0,0,0.974354977005223,0.955812775393556,NA,2.19103646980204,NA,3.2079042761364,6.3349276234519,5.20860461482369,1.02325866955908,1.00629943445972,3.95284258792604,5.84612986203134,9.55812775393556,8.602314978542,36.3208854649551,86.02314978542,363.208854649551,8.46133452168076
10704,"Wollongong",0,0,0,1,0,2,0,0,1,1,0,1,NA,NA,2,1,5,4,5,8,9,7,5,42,129985,131242,132796,133960,134792,135463,135681,134841,135802,137591,139323,0,0,0,0.746491489997014,0,1.47641791485498,0,0,0.736366180174077,0.726791723295855,0,0.769319536869639,NA,NA,1.49298297999403,0.741883791322927,3.69104478713745,2.9480914792786,3.70807098731098,5.89092944139262,6.5411255096627,5.02429606023413,3.58878290016724,30.1457763614048,35.8878290016724,301.457763614048,3.3750124875462
10801,"Great Lakes",0,0,0,4,0,0,0,0,0,0,0,NA,NA,1,6,1,NA,NA,NA,1,1,2,4,12,31397,31570,31856,32266,32575,32815,32998,33203,33354,33562,33811,0,0,0,12.3969503502138,0,0,0,0,0,0,0,NA,NA,3.13912606730286,18.5954255253208,3.06983883346124,NA,NA,NA,2.99814115248546,2.97956021691198,5.9152346869362,11.8304693738724,35.4914081216172,118.304693738724,354.914081216172,11.1294437782236
10802,"Kempsey - Nambucca",4,5,4,0,1,3,1,6,8,5,7,4,6,8,6,6,8,3,12,15,15,17,44,100,48882,48950,49041,49610,50096,50557,50954,51276,51846,52286,52761,8.1829712368561,10.2145045965271,8.15644052935299,0,1.99616735867135,5.93389639416896,1.96255446088629,11.70138076293,15.430312849593,9.56278927437555,13.2673755235875,8.1829712368561,12.2574055158325,16.312881058706,12.0943358193913,11.9770041520281,15.8237237177839,5.88766338265887,23.40276152586,28.9318365929869,28.6883678231266,32.2207691287125,83.39493186255,189.53393605125,833.9493186255,1895.3393605125,79.0998437778085
10803,"Lord Howe Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,411,414,420,426,431,438,444,450,452,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10804,"Port Macquarie",1,3,1,0,6,2,3,5,2,7,3,4,6,5,5,7,10,5,8,5,15,8,33,78,78073,79022,80097,81404,82797,84184,85516,86654,88280,89569,90903,1.28085253544759,3.79641112601554,1.24848621046981,0,7.2466393709917,2.37574836073363,3.50811544038543,5.77007408775129,2.26551880380607,7.81520392099945,3.30022111481469,5.12341014179038,7.59282225203108,6.24243105234903,6.14220431428431,8.45441259949032,11.8787418036682,5.84685906730904,9.23211854040206,5.66379700951518,16.7468655449988,8.80058963950585,36.3024322629616,85.805748985182,363.024322629616,858.05748985182,35.617955335084
10805,"Taree - Gloucester",0,4,1,1,3,0,0,0,3,2,2,NA,4,6,1,4,3,1,2,5,2,4,16,32,53996,54319,54692,55274,55843,56412,57010,57409,57947,58419,58837,0,7.36390581564462,1.82842097564543,1.80916886782212,5.37220421538957,0,0,0,5.17714463216387,3.42354371009432,3.39922157825858,NA,7.36390581564462,10.9705258538726,1.80916886782212,7.16293895385277,5.31801744309721,1.75407823188914,3.48377432109948,8.62857438693979,3.42354371009432,6.79844315651716,27.1937726260686,54.3875452521373,271.937726260686,543.875452521373,25.7998768055883
