"Year","obs","volume","composition","residual"
2021,121.333333333333,71.3664353087738,23.0880108422163,26.8788871823431
2022,80.3333333333333,41.6472681971881,15.0695828616845,23.6164822744607
2023,321.333333333333,207.831998576259,37.7112175458723,75.7901172112019
2024,408.333333333333,274.851752980957,49.145457291721,84.3361230606548
