"SA_code","SA_name","State","cases","tested","person_years","case_rate_1M","test_rate_1M","positivity","positivity_eb","positivity_mapped","expected","spr","spr_lo","spr_hi","is_top30"
80107,"Tuggeranong","ACT",5,28,965043,5.18111628186516,29.0142511784449,0.178571428571429,0.212139901790458,0.212139901790458,9.98107255520505,0.50094816687737,0.162656506216036,1.16904591313062,FALSE
60106,"Sorell - Dodges Ferry","TAS",1,2,194668,5.13695111677317,10.2739022335463,0.5,0.390190118207677,NA,0.712933753943218,1.40265486725664,0.0355121465974332,7.81509272091872,FALSE
60104,"Hobart - South and West","TAS",2,4,391960,5.1025614858659,10.2051229717318,0.5,0.411081583228711,NA,1.42586750788644,1.40265486725664,0.169868011722206,5.06687166077101,FALSE
31503,"Outback - South","QLD",1,15,196518,5.08859239357209,76.3288859035814,0.0666666666666667,0.154397373120703,NA,5.34700315457413,0.187020648967552,0.00473495287965776,1.04201236278916,FALSE
30908,"Robina","QLD",3,24,590043,5.08437520655274,40.6750016524219,0.125,0.174403119278557,0.174403119278557,8.55520504731861,0.350663716814159,0.0723152887012927,1.02478818698684,FALSE
31201,"Bowen Basin - North","QLD",2,14,394576,5.06873200600138,35.4811240420096,0.142857142857143,0.210675355855744,NA,4.99053627760252,0.400758533501896,0.0485337176349159,1.44767761736314,FALSE
31103,"Browns Plains","QLD",5,27,1010539,4.9478545607839,26.7184146282331,0.185185185185185,0.218470090102842,0.218470090102842,9.62460567823344,0.519501802687643,0.168680821261075,1.21234390991324,FALSE
12404,"Richmond - Windsor","NSW",2,24,419077,4.77239266292352,57.2687119550822,0.0833333333333333,0.141629575162317,0.141629575162317,8.55520504731861,0.23377581120944,0.0283113352870343,0.844478610128501,FALSE
30601,"Cairns - North","QLD",3,28,629806,4.76337157791447,44.4581347272017,0.107142857142857,0.154189742028046,0.154189742028046,9.98107255520505,0.300568900126422,0.0619845331725366,0.878389874560151,FALSE
70102,"Darwin Suburbs","NT",3,16,636160,4.71579476861167,25.1509054325956,0.1875,0.236378918618494,NA,5.70347003154574,0.525995575221239,0.108472933051939,1.53718228048026,FALSE
60203,"North East","TAS",2,3,431999,4.62964034638969,6.94446051958454,0.666666666666667,0.454296850399456,NA,1.06940063091483,1.87020648967552,0.226490682296274,6.75582888102801,FALSE
10701,"Dapto - Port Kembla","NSW",4,10,871127,4.59175298205658,11.4793824551414,0.4,0.382830750061511,NA,3.56466876971609,1.12212389380531,0.305740994194288,2.87308284079909,FALSE
70205,"Katherine","NT",1,4,231368,4.32211887555755,17.2884755022302,0.25,0.315955968484198,NA,1.42586750788644,0.701327433628319,0.0177560732987166,3.90754636045936,FALSE
31801,"Charters Towers - Ayr - Ingham","QLD",2,11,468110,4.27250005340625,23.4987502937344,0.181818181818182,0.246765526431717,NA,3.9211356466877,0.51005631536605,0.061770186080802,1.84249878573491,FALSE
30305,"Rocklea - Acacia Ridge","QLD",3,9,737695,4.06672134147581,12.2001640244274,0.333333333333333,0.343045247639004,NA,3.20820189274448,0.935103244837758,0.192840769870114,2.73276849863158,FALSE
12303,"Wollondilly","NSW",2,13,493692,4.05110878847541,26.3322071250901,0.153846153846154,0.22147234582182,NA,4.63406940063092,0.431586113002042,0.0522670805299094,1.55903743408339,FALSE
30201,"Bald Hills - Everton Park","QLD",2,31,498007,4.01600780711918,62.2481210103472,0.0645161290322581,0.115200804599859,0.115200804599859,11.0504731861199,0.180987724807308,0.0219184531254459,0.653789891712388,FALSE
31003,"Ipswich Inner","QLD",5,29,1259570,3.96960867597672,23.023730320665,0.172413793103448,0.206166219122575,0.206166219122575,10.3375394321767,0.483674092157461,0.157047661174104,1.12873398509163,FALSE
12503,"Merrylands - Guildford","NSW",7,35,1792020,3.90620640394638,19.5310320197319,0.2,0.224546327182799,0.224546327182799,12.4763406940063,0.561061946902655,0.225576001853805,1.15600204542596,FALSE
20601,"Brunswick - Coburg","VIC",4,12,1025562,3.90030051815492,11.7009015544648,0.333333333333333,0.341471398850873,NA,4.27760252365931,0.935103244837758,0.254784161828573,2.39423570066591,FALSE
70103,"Litchfield","NT",1,8,258035,3.87544325382216,31.0035460305772,0.125,0.22887026852389,NA,2.85173501577287,0.350663716814159,0.00887803664935829,1.95377318022968,FALSE
11802,"Eastern Suburbs - South","NSW",6,43,1582394,3.79172317387452,27.1740160794341,0.13953488372093,0.168068157385628,0.168068157385628,15.3280757097792,0.391438567606503,0.143651055434575,0.851996967511509,FALSE
10301,"Bathurst","NSW",2,11,534744,3.74010741588498,20.5705907873674,0.181818181818182,0.246765526431717,NA,3.9211356466877,0.51005631536605,0.061770186080802,1.84249878573491,FALSE
30202,"Chermside","QLD",3,19,818065,3.66719025994267,23.2255383129702,0.157894736842105,0.208583167486112,NA,6.77287066246057,0.44294364229157,0.0913456278332118,1.29446928882549,FALSE
80101,"Belconnen","ACT",4,28,1128794,3.54360494474634,24.8052346132244,0.142857142857143,0.183164821909252,0.183164821909252,9.98107255520505,0.400758533501896,0.109193212212246,1.0261010145711,FALSE
11003,"Moree - Narrabri","NSW",1,4,282283,3.54254418438234,14.1701767375294,0.25,0.315955968484198,NA,1.42586750788644,0.701327433628319,0.0177560732987166,3.90754636045936,FALSE
31001,"Forest Lake - Oxley","QLD",3,17,862574,3.4779624704663,19.708453999309,0.176470588235294,0.226325552675183,NA,6.05993690851735,0.495054659031754,0.102092172284178,1.44675979339319,FALSE
10704,"Wollongong","NSW",5,36,1481476,3.3750124875462,24.3000899103327,0.138888888888889,0.172219347080488,0.172219347080488,12.8328075709779,0.389626352015733,0.126510615945806,0.909257932434928,FALSE
12003,"Strathfield - Burwood - Ashfield","NSW",6,74,1792130,3.34797140832417,41.2916473693315,0.0810810810810811,0.103356238886125,0.103356238886125,26.3785488958991,0.227457546041617,0.0834729105903611,0.49507931895939,FALSE
60105,"Hobart Inner","TAS",2,10,599073,3.33849130239553,16.6924565119777,0.2,0.261709767894858,NA,3.56466876971609,0.561061946902655,0.0679472046888822,2.0267486643084,FALSE
60103,"Hobart - North West","TAS",2,5,621534,3.21784488056969,8.04461220142422,0.4,0.375373909343372,NA,1.78233438485804,1.12212389380531,0.135894409377764,4.0534973286168,FALSE
50101,"Augusta - Margaret River - Busselton","WA",2,5,623101,3.20975251203256,8.0243812800814,0.4,0.375373909343372,NA,1.78233438485804,1.12212389380531,0.135894409377764,4.0534973286168,FALSE
11702,"Marrickville - Sydenham - Petersham","NSW",2,15,623398,3.20822331800872,24.0616748850654,0.133333333333333,0.200882157388292,NA,5.34700315457413,0.374041297935103,0.0452981364592548,1.3511657762056,FALSE
